scientificName,linkName,linkTaxonID,taxonRank,reportingStatus,direct_solow_pp,phylum,iNaturalistTaxonId,iNaturalistTaxonName,kingdom,subphylum,class,subclass,superorder,order,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety,nameStatus
Lepidium draba,Lepidium draba,63352,species,unconfirmed,0.448,Tracheophyta,63352,Lepidium draba,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,draba,,,accepted
Lepidium heterophyllum,Lepidium heterophyllum,77669,species,confirmed,,Tracheophyta,77669,Lepidium heterophyllum,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,heterophyllum,,,accepted
Lepidium oxycarpum,Lepidium oxycarpum,60155,species,confirmed,0.96969696969697,Tracheophyta,60155,Lepidium oxycarpum,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,oxycarpum,,,accepted
Lepidium ruderale,Lepidium ruderale,164526,species,unconfirmed,0.575539568345324,Tracheophyta,164526,Lepidium ruderale,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,ruderale,,,accepted
Lepidium sativum,Lepidium sativum,164527,species,confirmed,,Tracheophyta,164527,Lepidium sativum,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,sativum,,,accepted
Lepidium strictum,Lepidium strictum,,,unconfirmed,0.251798561151079,Tracheophyta,58865,Lepidium strictum,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,strictum,,,accepted
Lepidium virginicum ssp. menziesii,Lepidium virginicum menziesii,79971,subspecies,confirmed,0.999502487562189,Tracheophyta,79971,Lepidium virginicum menziesii,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,virginicum,Lepidium virginicum menziesii,,accepted
Lepidium virginicum ssp. pubescens,Lepidium virginicum,77676,species,confirmed,,Tracheophyta,79971,Lepidium virginicum menziesii,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Lepidieae,Lepidium,virginicum,Lepidium virginicum menziesii,,unaccepted
Leptosiphon bicolor,Leptosiphon bicolor,64245,species,confirmed,1,Tracheophyta,64245,Leptosiphon bicolor,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Leptosiphon,bicolor,,,accepted
Leptosiphon minimus,Leptosiphon minimus,77693,species,new,0.75,Tracheophyta,77693,Leptosiphon minimus,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Polemoniaceae,,,Leptosiphon,minimus,,,accepted
Leucanthemum vulgare,Leucanthemum vulgare,56057,complex,confirmed,1,Tracheophyta,1404861,Leucanthemum vulgare,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Leucanthemum,vulgare,,,accepted
Leucojum aestivum,Leucojum aestivum,55809,species,new,1,Tracheophyta,55809,Leucojum aestivum,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,Galantheae,Leucojum,aestivum,,,accepted
Leymus mollis ssp. mollis,Leymus mollis mollis; Leymus mollis,118426; 61067,subspecies,confirmed,1,Tracheophyta,118426,Leymus mollis mollis,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Leymus,mollis,Leymus mollis mollis,,accepted
Leymus triticoides,Leymus triticoides,57184,species,confirmed,,Tracheophyta,57184,Leymus triticoides,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Leymus,triticoides,,,accepted
Leymus vancouverensis,Leymus × vancouverensis,170839,hybrid,new,0.5,Tracheophyta,170839,Leymus × vancouverensis,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Triticeae,Leymus,,,,unaccepted
Ligustrum vulgare,Ligustrum vulgare,119805,species,confirmed,1,Tracheophyta,119805,Ligustrum vulgare,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Oleaceae,,,Ligustrum,vulgare,,,accepted
Lilaeopsis occidentalis,Lilaeopsis occidentalis,77742,species,confirmed,1,Tracheophyta,77742,Lilaeopsis occidentalis,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Oenantheae,Lilaeopsis,occidentalis,,,accepted
Lilium columbianum,Lilium columbianum,77744,species,confirmed,1,Tracheophyta,77744,Lilium columbianum,Plantae,Angiospermae,Liliopsida,,,Liliales,,,Liliaceae,Lilioideae,Lilieae,Lilium,columbianum,,,accepted
Limnanthes macounii,Limnanthes macounii,181602,species,confirmed,1,Tracheophyta,181602,Limnanthes macounii,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Limnanthaceae,,,Limnanthes,macounii,,,accepted
Linaria dalmatica ssp. dalmatica,Linaria dalmatica,77776,species,new,1,Tracheophyta,77776,Linaria dalmatica,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Antirrhineae,Linaria,dalmatica,,,invalid
Linaria purpurea,Linaria purpurea,77778,species,confirmed,1,Tracheophyta,77778,Linaria purpurea,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Antirrhineae,Linaria,purpurea,,,accepted
Linaria vulgaris,Linaria vulgaris,50790,species,new,1,Tracheophyta,50790,Linaria vulgaris,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Antirrhineae,Linaria,vulgaris,,,accepted
Linnaea borealis ssp. longiflora,Linnaea borealis; Linnaea borealis longiflora,77780; 81026,subspecies,confirmed,1,Tracheophyta,81026,Linnaea borealis longiflora,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Linnaeoideae,,Linnaea,borealis,,Linnaea borealis longiflora,accepted
Linum lewisii,Linum lewisii,,species,new,0.863309352517986,Tracheophyta,60490,Linum lewisii,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Linaceae,Linoideae,,Linum,lewisii,,,accepted
Linum narbonense,Linum narbonense,209478,species,new,0.870503597122302,Tracheophyta,209478,Linum narbonense,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Linaceae,Linoideae,,Linum,narbonense,,,accepted
Linum usitatissimum,Linum usitatissimum,51306,species,confirmed,0.93939393939394,Tracheophyta,51306,Linum usitatissimum,Plantae,Angiospermae,Magnoliopsida,,,Malpighiales,,,Linaceae,Linoideae,,Linum,usitatissimum,,,accepted
Lithophragma glabrum,Lithophragma glabrum,77789,species,confirmed,1,Tracheophyta,77789,Lithophragma glabrum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Lithophragma,glabrum,,,accepted
Lithophragma parviflorum,Lithophragma parviflorum,77791,species,confirmed,1,Tracheophyta,77791,Lithophragma parviflorum,Plantae,Angiospermae,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,Lithophragma,parviflorum,,,accepted
Lobelia pedunculata,Lobelia pedunculata,245731,species,new,1,Tracheophyta,245731,Lobelia pedunculata,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Campanulaceae,Lobelioideae,,Lobelia,pedunculata,,,accepted
Lobularia maritima,Lobularia maritima,56992,species,confirmed,1,Tracheophyta,56992,Lobularia maritima,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Anastaticeae,Lobularia,maritima,,,accepted
Lolium multiflorum,Lolium multiflorum,68479,species,confirmed,0.983606557377049,Tracheophyta,68479,Lolium multiflorum,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Lolium,multiflorum,,,accepted
Lolium perenne,Lolium perenne,52801,species,confirmed,1,Tracheophyta,52801,Lolium perenne,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Lolium,perenne,,,accepted
Lolium temulentum,Lolium temulentum,164712,species,new,0.985611510791367,Tracheophyta,164712,Lolium temulentum,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Lolium,temulentum,,,accepted
Lomatium dissectum,Lomatium dissectum,77805,species,confirmed,1,Tracheophyta,77805,Lomatium dissectum,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Selineae,Lomatium,dissectum,,,accepted
Lomatium nudicaule,Lomatium nudicaule,77818,species,confirmed,1,Tracheophyta,77818,Lomatium nudicaule,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Selineae,Lomatium,nudicaule,,,accepted
Lomatium utriculatum,Lomatium utriculatum,56827,species,confirmed,1,Tracheophyta,56827,Lomatium utriculatum,Plantae,Angiospermae,Magnoliopsida,,,Apiales,,,Apiaceae,Apioideae,Selineae,Lomatium,utriculatum,,,accepted
Lonicera ciliosa,Lonicera ciliosa,77832,species,confirmed,1,Tracheophyta,77832,Lonicera ciliosa,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,ciliosa,,,accepted
Lonicera fragrantissima,Lonicera fragrantissima,164763,species,new,0.8,Tracheophyta,164763,Lonicera fragrantissima,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,fragrantissima,,,accepted
Lonicera hispidula,Lonicera hispidula,53416,species,confirmed,1,Tracheophyta,53416,Lonicera hispidula,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,hispidula,,,accepted
Lonicera involucrata var. involucrata,Lonicera involucrata involucrata; Lonicera involucrata,81040; 60881,variety,confirmed,1,Tracheophyta,81040,Lonicera involucrata involucrata,Plantae,Angiospermae,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,Lonicera,involucrata,,Lonicera involucrata involucrata,accepted
Lotus corniculatus,Lotus corniculatus,47435,complex,confirmed,1,Tracheophyta,1453363,Lotus corniculatus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Lotus,corniculatus,,,accepted
Lotus tenuis,Lotus tenuis,77838,species,confirmed,0.990291262135922,Tracheophyta,77838,Lotus tenuis,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Lotus,tenuis,,,accepted
Lotus uliginosus,Lotus uliginosus,,,unconfirmed,0.733812949640288,Tracheophyta,1429814,Lotus pedunculatus pedunculatus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Loteae,Lotus,pedunculatus,Lotus pedunculatus pedunculatus,,unaccepted
Ludwigia palustris,Ludwigia palustris,60221,species,confirmed,1,Tracheophyta,60221,Ludwigia palustris,Plantae,Angiospermae,Magnoliopsida,,,Myrtales,,,Onagraceae,,,Ludwigia,palustris,,,accepted
Luina hypoleuca,Luina hypoleuca,77843,species,confirmed,,Tracheophyta,77843,Luina hypoleuca,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Senecioneae,Luina,hypoleuca,,,accepted
Lunaria annua,Lunaria annua,55886,species,confirmed,1,Tracheophyta,55886,Lunaria annua,Plantae,Angiospermae,Magnoliopsida,,,Brassicales,,,Brassicaceae,Brassicoideae,Biscutelleae,Lunaria,annua,,,accepted
Lupinus albicaulis,Lupinus albicaulis,,variety,unconfirmed,0.0101010101010101,Tracheophyta,77847,Lupinus albicaulis,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,albicaulis,,,accepted
Lupinus arboreus,Lupinus arboreus,61010,species,confirmed,1,Tracheophyta,61010,Lupinus arboreus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,arboreus,,,accepted
Lupinus arcticus ssp. arcticus,Lupinus arcticus,143688,species,confirmed,0.989609104403761,Tracheophyta,59545,Lupinus arcticus arcticus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,arcticus,Lupinus arcticus arcticus,,accepted
Lupinus bicolor,Lupinus bicolor bicolor; Lupinus gussoneanus; Lupinus bicolor,237088; 493110; 50614,species,confirmed,1,Tracheophyta,50614,Lupinus bicolor,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,bicolor,,,accepted
Lupinus latifolius var. latifolius,Lupinus latifolius latifolius; Lupinus latifolius,67379,variety,confirmed,1,Tracheophyta,64242,Lupinus latifolius latifolius,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,latifolius,Lupinus latifolius latifolius,,accepted
Lupinus lepidus var. lepidus,Lupinus lepidus; Lupinus lepidus lepidus,62689; 553345,variety,confirmed,0.992248062015504,Tracheophyta,553345,Lupinus lepidus lepidus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,lepidus,,Lupinus lepidus lepidus,accepted
Lupinus littoralis var. littoralis,Lupinus littoralis,77872,species,confirmed,1,Tracheophyta,77872,Lupinus littoralis,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,littoralis,,,invalid
Lupinus microcarpus,Lupinus microcarpus microcarpus; Lupinus densiflorus; Lupinus densiflorus densiflorus,768218; 241537,species,confirmed,1,Tracheophyta,57069,Lupinus microcarpus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,microcarpus,,,accepted
Lupinus microcarpus var. microcarpus,Lupinus microcarpus densiflorus,57058,variety,confirmed,,Tracheophyta,58159,Lupinus microcarpus microcarpus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,microcarpus,,Lupinus microcarpus microcarpus,accepted
Lupinus nanus,Lupinus nanus,50612,species,unconfirmed,0.748201438848921,Tracheophyta,50612,Lupinus nanus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,nanus,,,accepted
Lupinus oreganus var. kincaidii,Lupinus oreganus,164915,subspecies,confirmed,-18.8019801980198,Tracheophyta,164915,Lupinus oreganus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,oreganus,,,unaccepted
Lupinus polyphyllus,Lupinus polyphyllus,59549,species,confirmed,1,Tracheophyta,59549,Lupinus polyphyllus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,polyphyllus,,,accepted
Lupinus polyphyllus var. pallidipes,Lupinus polyphyllus pallidipes,81075,variety,confirmed,,Tracheophyta,81075,Lupinus polyphyllus pallidipes,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,polyphyllus,,Lupinus polyphyllus pallidipes,accepted
Lupinus polyphyllus var. polyphyllus,Lupinus polyphyllus polyphyllus,61016,variety,unconfirmed,0.949851042701092,Tracheophyta,61016,Lupinus polyphyllus polyphyllus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Genisteae,Lupinus,polyphyllus,Lupinus polyphyllus polyphyllus,,accepted
Luzula campestris ssp. campestris,Luzula campestris,55795,species,confirmed,0.726190476190476,Tracheophyta,241575,Luzula campestris campestris,Plantae,Angiospermae,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,campestris,Luzula campestris campestris,,accepted
Luzula comosa,Luzula comosa,57111,species,new,1,Tracheophyta,57111,Luzula comosa,Plantae,Angiospermae,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,comosa,,,accepted
Luzula comosa var. laxa,Luzula comosa laxa,81080,variety,confirmed,0.954954954954955,Tracheophyta,81080,Luzula comosa laxa,Plantae,Angiospermae,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,comosa,,Luzula comosa laxa,accepted
Luzula macrantha,Luzula macrantha,890625,species,confirmed,1,Tracheophyta,890625,Luzula macrantha,Plantae,Angiospermae,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,macrantha,,,accepted
Luzula parviflora ssp. fastigiata,Luzula parviflora,77897,species,new,1,Tracheophyta,80006,Luzula parviflora fastigiata,Plantae,Angiospermae,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,parviflora,Luzula parviflora fastigiata,,accepted
Luzula subsessilis,Luzula subsessilis,77901,species,confirmed,1,Tracheophyta,77901,Luzula subsessilis,Plantae,Angiospermae,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,subsessilis,,,accepted
Lychnis coronaria,Silene coronaria,485191,species,new,1,Tracheophyta,485191,Silene coronaria,Plantae,Angiospermae,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,Sileneae,Silene,coronaria,,,unaccepted
Lycium barbarum,Lycium barbarum,77902,species,new,0.6,Tracheophyta,77902,Lycium barbarum,Plantae,Angiospermae,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,Lycieae,Lycium,barbarum,,,accepted
Lycopodium clavatum var. integerrimum,Lycopodium clavatum,,,unconfirmed,0.136690647482014,Tracheophyta,0,,,,,,,,,,,,,,,,,unknown
Lycopus americanus,Lycopus americanus,,,unconfirmed,0.539568345323741,Tracheophyta,60206,Lycopus americanus,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,americanus,,,accepted
Lycopus europaeus,Lycopus europaeus,133036,species,new,0.666666666666667,Tracheophyta,133036,Lycopus europaeus,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,europaeus,,,accepted
Lycopus uniflorus,Lycopus uniflorus,77915,species,confirmed,1,Tracheophyta,77915,Lycopus uniflorus,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,uniflorus,,,accepted
Lysichiton americanus,Lysichiton americanus,48537,species,confirmed,1,Tracheophyta,48537,Lysichiton americanus,Plantae,Angiospermae,Liliopsida,,,Alismatales,,,Araceae,Orontioideae,,Lysichiton,americanus,,,accepted
Lysimachia arvensis,Lysimachia arvensis,791928,species,confirmed,1,Tracheophyta,791928,Lysimachia arvensis,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,arvensis,,,accepted
Lysimachia ciliata,Lysimachia ciliata,62441,species,new,0.25,Tracheophyta,62441,Lysimachia ciliata,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,ciliata,,,accepted
Lysimachia europaea,Lysimachia borealis; Lysimachia europaea,204174; 716947,species,confirmed,1,Tracheophyta,716947,Lysimachia europaea,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,europaea,,,accepted
Lysimachia latifolia,Lysimachia latifolia,496537,species,confirmed,1,Tracheophyta,496537,Lysimachia latifolia,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,latifolia,,,accepted
Lysimachia maritima,Lysimachia maritima,204175,species,new,0.952380952380952,Tracheophyta,204175,Lysimachia maritima,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,maritima,,,accepted
Lysimachia minima,Lysimachia minima,204353,species,unconfirmed,0.204081632653061,Tracheophyta,204353,Lysimachia minima,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,minima,,,accepted
Lysimachia nummularia,Lysimachia nummularia,51809,species,new,1,Tracheophyta,51809,Lysimachia nummularia,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,nummularia,,,accepted
Lysimachia punctata,Lysimachia punctata,51808,species,new,0.857142857142857,Tracheophyta,51808,Lysimachia punctata,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,punctata,,,accepted
Lysimachia thyrsiflora,Lysimachia thyrsiflora,77917,species,new,0.8,Tracheophyta,77917,Lysimachia thyrsiflora,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,thyrsiflora,,,accepted
Lysimachia vulgaris,Lysimachia vulgaris,62338,species,confirmed,0.985714285714286,Tracheophyta,62338,Lysimachia vulgaris,Plantae,Angiospermae,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,vulgaris,,,accepted
Lythrum salicaria,Lythrum salicaria,61321,species,confirmed,1,Tracheophyta,61321,Lythrum salicaria,Plantae,Angiospermae,Magnoliopsida,,,Myrtales,,,Lythraceae,,,Lythrum,salicaria,,,accepted
Madia exigua,Madia exigua,56971,species,confirmed,0.89795918367347,Tracheophyta,56971,Madia exigua,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,exigua,,,accepted
Madia glomerata,Madia glomerata,77923,species,confirmed,0.988505747126437,Tracheophyta,77923,Madia glomerata,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,glomerata,,,accepted
Madia gracilis,Madia gracilis,53135,species,confirmed,1,Tracheophyta,53135,Madia gracilis,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,gracilis,,,accepted
Madia sativa,Madia sativa,53143,species,confirmed,0.979591836734694,Tracheophyta,53143,Madia sativa,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,sativa,,,accepted
Maianthemum dilatatum,Maianthemum dilatatum,63939,species,confirmed,,Tracheophyta,63939,Maianthemum dilatatum,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,dilatatum,,,accepted
Maianthemum racemosum ssp. amplexicaule,Maianthemum racemosum amplexicaule; Maianthemum racemosum,53012; 51062,subspecies,confirmed,1,Tracheophyta,53012,Maianthemum racemosum amplexicaule,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,Maianthemum racemosum amplexicaule,,accepted
Maianthemum stellatum,Maianthemum stellatum,53268,species,confirmed,1,Tracheophyta,53268,Maianthemum stellatum,Plantae,Angiospermae,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,stellatum,,,accepted
Malus fusca,Malus fusca,77948,species,confirmed,,Tracheophyta,77948,Malus fusca,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Malus,fusca,,,accepted
Malus pumila,Malus domestica,469472,species,confirmed,1,Tracheophyta,469472,Malus domestica,Plantae,Angiospermae,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,Maleae,Malus,domestica,,,unaccepted
Malva moschata,Malva moschata,55977,species,new,1,Tracheophyta,55977,Malva moschata,Plantae,Angiospermae,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,moschata,,,accepted
Malva neglecta,Malva neglecta,77952,species,confirmed,1,Tracheophyta,77952,Malva neglecta,Plantae,Angiospermae,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,neglecta,,,accepted
Malva parviflora,Malva parviflora,58202,species,new,0.992805755395683,Tracheophyta,58202,Malva parviflora,Plantae,Angiospermae,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,parviflora,,,accepted
Malva sylvestris,Malva sylvestris,56162,species,new,1,Tracheophyta,56162,Malva sylvestris,Plantae,Angiospermae,Magnoliopsida,,,Malvales,,,Malvaceae,Malvoideae,Malveae,Malva,sylvestris,,,accepted
Marah oreganus,Marah oregana,77960,species,confirmed,0.990740740740741,Tracheophyta,77960,Marah oregana,Plantae,Angiospermae,Magnoliopsida,,,Cucurbitales,,,Cucurbitaceae,,Sicyoeae,Marah,oregana,,,unaccepted
Marrubium vulgare,Marrubium vulgare,54605,species,confirmed,1,Tracheophyta,54605,Marrubium vulgare,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,Marrubieae,Marrubium,vulgare,,,accepted
Matricaria chamomilla,Matricaria chamomilla,77965,species,new,1,Tracheophyta,77965,Matricaria chamomilla,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Matricaria,chamomilla,,,accepted
Matricaria discoidea,Matricaria discoidea,52992,species,confirmed,1,Tracheophyta,52992,Matricaria discoidea,Plantae,Angiospermae,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Anthemideae,Matricaria,discoidea,,,accepted
Meconella oregana,Meconella oregana,77970,species,confirmed,,Tracheophyta,77970,Meconella oregana,Plantae,Angiospermae,Magnoliopsida,,,Ranunculales,,,Papaveraceae,Papaveroideae,Papavereae,Meconella,oregana,,,accepted
Medicago arabica,Medicago arabica,61012,species,new,1,Tracheophyta,61012,Medicago arabica,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,arabica,,,accepted
Medicago lupulina,Medicago lupulina,57056,species,confirmed,,Tracheophyta,57056,Medicago lupulina,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,lupulina,,,accepted
Medicago polymorpha,Medicago polymorpha,53151,species,confirmed,1,Tracheophyta,53151,Medicago polymorpha,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,polymorpha,,,accepted
Medicago sativa ssp. sativa,Medicago sativa,57057,complex,new,1,Tracheophyta,57070,Medicago sativa sativa,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Medicago,sativa,Medicago sativa sativa,,accepted
Melica harfordii,Melica harfordii,77983,species,confirmed,0.88235294117647,Tracheophyta,77983,Melica harfordii,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Meliceae,Melica,harfordii,,,accepted
Melica subulata,Melica subulata,77986,species,confirmed,1,Tracheophyta,77986,Melica subulata,Plantae,Angiospermae,Liliopsida,,,Poales,,,Poaceae,Pooideae,Meliceae,Melica,subulata,,,accepted
Melilotus albus,Melilotus albus,58907,species,new,1,Tracheophyta,58907,Melilotus albus,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Melilotus,albus,,,accepted
Melilotus officinalis,Melilotus officinalis,57066,species,new,0.857142857142857,Tracheophyta,57066,Melilotus officinalis,Plantae,Angiospermae,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,Trifolieae,Melilotus,officinalis,,,accepted
Melissa officinalis,Melissa officinalis,59901,species,confirmed,1,Tracheophyta,59901,Melissa officinalis,Plantae,Angiospermae,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,Mentheae,Melissa,officinalis,,,accepted
