"scientificName","linkName","linkTaxonID","taxonRank","reportingStatus","direct_solow_pp","phylum"
Hordeum jubatum ssp. jubatum,Hordeum jubatum jubatum,,,,,Tracheophyta
Hordeum marinum ssp. gussoneanum,Hordeum marinum gussoneanum; Hordeum marinum,63879; 57181,subspecies,confirmed,1,Tracheophyta
Hordeum murinum,Hordeum murinum,52796,species,confirmed,1,Tracheophyta
Hordeum murinum ssp. glaucum,Hordeum murinum glaucum,61204,subspecies,new,0.870503597122302,Tracheophyta
Hordeum murinum ssp. leporinum,Hordeum murinum leporinum,52795,species,unconfirmed,0.508771929824561,Tracheophyta
Hordeum murinum ssp. murinum,Hordeum murinum murinum,,,new,0.820143884892086,Tracheophyta
Hordeum pusillum,Hordeum pusillum,129018,species,unconfirmed,0.102040816326531,Tracheophyta
Hordeum vulgare,Hordeum vulgare,57182,species,new,1,Tracheophyta
Hosackia gracilis,Hosackia gracilis,50841,species,confirmed,1,Tracheophyta
Humulus lupulus var. neomexicanus,Humulus neomexicanus,1527029,species,new,0.833333333333333,Tracheophyta
Hyacinthoides hispanica,Hyacinthoides hispanica,57635,species,confirmed,1,Tracheophyta
Hyacinthoides non-scripta,Hyacinthoides non-scripta,56132,species,confirmed,1,Tracheophyta
Hydrophyllum tenuipes,Hydrophyllum tenuipes,77472,species,confirmed,1,Tracheophyta
Hypericum anagalloides,Hypericum anagalloides,61032,species,confirmed,1,Tracheophyta
Hypericum androsaemum,Hypericum androsaemum,77480,species,confirmed,1,Tracheophyta
Hypericum calycinum,Hypericum calycinum,77481,species,confirmed,1,Tracheophyta
Hypericum perforatum ssp. perforatum,Hypericum perforatum,56077,complex,confirmed,1,Tracheophyta
Hypericum scouleri,Hypericum scouleri,77484,species,confirmed,0.973684210526316,Tracheophyta
Hypochaeris glabra,Hypochaeris glabra,53103,species,confirmed,1,Tracheophyta
Hypochaeris radicata,Hypochaeris radicata,53104,species,confirmed,1,Tracheophyta
Idahoa scapigera,Idahoa scapigera,77486,species,confirmed,0.985507246376812,Tracheophyta
Ilex aquifolium,Ilex aquifolium,53856,species,confirmed,1,Tracheophyta
Impatiens capensis,Impatiens capensis,47888,species,new,1,Tracheophyta
Impatiens glandulifera,Impatiens glandulifera,47892,species,confirmed,0.988095238095238,Tracheophyta
Impatiens parviflora,Impatiens parviflora,51736,species,confirmed,0.971428571428572,Tracheophyta
Ionopsidium acaule,Ionopsidium acaule,164074,species,confirmed,0.657142857142857,Tracheophyta
Iris foetidissima,Iris foetidissima,64331,species,new,1,Tracheophyta
Iris pseudacorus,Iris pseudacorus,47779,species,confirmed,1,Tracheophyta
Isatis tinctoria,Isatis tinctoria,77509,species,new,0.971223021582734,Tracheophyta
Isoetes maritima,Isoetes maritima,137473,species,unconfirmed,0.522522522522523,Tracheophyta
Isoetes nuttallii,Isoetes nuttallii,63827,species,confirmed,1,Tracheophyta
Isoetes tenella,Isoetes tenella; Isoetes echinospora,77513,species,unconfirmed,0.615942028985507,Tracheophyta
Isolepis cernua,Isolepis cernua,60257,species,confirmed,1,Tracheophyta
Isolepis setacea,Isolepis setacea,77517,species,unconfirmed,0.539568345323741,Tracheophyta
Jacobaea maritima,Jacobaea maritima,357682,species,new,1,Tracheophyta
Jacobaea vulgaris,Jacobaea vulgaris,62498,species,confirmed,1,Tracheophyta
Jasminum nudiflorum,Jasminum nudiflorum,164232,species,new,1,Tracheophyta
Jaumea carnosa,Jaumea carnosa,60969,species,confirmed,0.983606557377049,Tracheophyta
Juglans regia,Juglans regia,63935,species,confirmed,0.980769230769231,Tracheophyta
Juncus acuminatus,Juncus acuminatus,77549,species,unconfirmed,0.726495726495726,Tracheophyta
Juncus alpinoarticulatus,Juncus alpinoarticulatus,164252,species,unconfirmed,0.539568345323741,Tracheophyta
Juncus articulatus,Juncus articulatus,77552,species,confirmed,1,Tracheophyta
Juncus balticus ssp. ater,Juncus balticus; Juncus balticus ater,58347; 79959,subspecies,confirmed,1,Tracheophyta
Juncus bolanderi,Juncus bolanderi,77553,species,confirmed,0.982905982905983,Tracheophyta
Juncus bufonius var. bufonius,Juncus bufonius,57107,species,confirmed,1,Tracheophyta
Juncus bulbosus,Juncus bulbosus,132323,species,confirmed,0.981818181818182,Tracheophyta
Juncus canadensis,Juncus canadensis,84146,species,confirmed,0.979591836734694,Tracheophyta
Juncus covillei,Juncus covillei,77561,species,confirmed,0.947368421052632,Tracheophyta
Juncus effusus,Juncus effusus,56153,species,confirmed,1,Tracheophyta
Juncus effusus ssp. effusus,Juncus effusus effusus,79961,subspecies,new,0.899280575539568,Tracheophyta
Juncus effusus ssp. pacificus,Juncus effusus pacificus,57108,subspecies,confirmed,0.992424242424243,Tracheophyta
Juncus ensifolius var. ensifolius,Juncus ensifolius,77569,species,confirmed,1,Tracheophyta
Juncus filiformis,Juncus filiformis,,,unconfirmed,0.496402877697842,Tracheophyta
Juncus gerardii ssp. gerardii,Juncus gerardi,320881,species,confirmed,1,Tracheophyta
Juncus kelloggii,Juncus kelloggii,64186,species,confirmed,0.925,Tracheophyta
Juncus laccatus,Juncus laccatus,77577,species,unconfirmed,0.615384615384615,Tracheophyta
Juncus lesueurii,Juncus lesueurii,164270,species,unconfirmed,0.68939393939394,Tracheophyta
Juncus occidentalis,Juncus occidentalis,61826,species,confirmed,1,Tracheophyta
Juncus supiniformis,Juncus supiniformis,77594,species,unconfirmed,0.223021582733813,Tracheophyta
Juncus tenuis var. tenuis,Juncus tenuis,69930,species,confirmed,1,Tracheophyta
Juniperus communis,Juniperus communis,58725,species,confirmed,1,Tracheophyta
Juniperus communis var. kelleyi,Juniperus communis kelleyi,873482,variety,unconfirmed,0.244604316546763,Tracheophyta
Juniperus scopulorum,Juniperus scopulorum; Juniperus maritima,135883; 164313,species,confirmed,1,Tracheophyta
Kalmia microphylla var. occidentalis,Kalmia microphylla occidentalis; Kalmia microphylla,67810,variety,new,0.333333333333333,Tracheophyta
Kickxia elatine,Kickxia elatine,64332,species,confirmed,0.972222222222222,Tracheophyta
Koeleria macrantha,Koeleria macrantha,57183,species,confirmed,,Tracheophyta
Kopsiopsis hookeri,Kopsiopsis hookeri,77611,species,new,0.875,Tracheophyta
Laburnum anagyroides,Laburnum anagyroides,51810,species,confirmed,1,Tracheophyta
Lactuca biennis,Lactuca biennis,77616,species,new,1,Tracheophyta
Lactuca serriola,Lactuca serriola,53107,species,new,0.944444444444444,Tracheophyta
Lamium amplexicaule,Lamium amplexicaule,55459,species,confirmed,1,Tracheophyta
Lamium galeobdolon subs. argentatum,Lamium galeobdolon; Lamium galeobdolon argentatum,204339; 707386,species,new,1,Tracheophyta
Lamium purpureum,Lamium purpureum purpureum; Lamium purpureum,241234; 55851,species,confirmed,1,Tracheophyta
Lapsana communis,Lapsana communis,55981,species,confirmed,1,Tracheophyta
Lasthenia maritima,Lasthenia maritima,64253,species,new,0.971223021582734,Tracheophyta
Lathyrus japonicus,Lathyrus japonicus; Lathyrus japonicus maritimus,77638; 118549,species,confirmed,1,Tracheophyta
Lathyrus latifolius,Lathyrus latifolius,61009,species,confirmed,1,Tracheophyta
Lathyrus littoralis,Lathyrus littoralis,61005,species,confirmed,1,Tracheophyta
Lathyrus nevadensis var. nevadensis,Lathyrus nevadensis nevadensis; Lathyrus nevadensis,81015; 77640,variety,confirmed,1,Tracheophyta
Lathyrus palustris,Lathyrus palustris,,,,,Tracheophyta
Lathyrus sylvestris,Lathyrus sylvestris,82740,species,new,1,Tracheophyta
Lemna minor,Lemna minor,54518,species,confirmed,1,Tracheophyta
Lemna trisulca,Lemna trisulca,77655,species,new,0.992805755395683,Tracheophyta
Leontodon autumnalis,Scorzoneroides autumnalis,204167,species,new,0.833333333333333,Tracheophyta
Leontodon crispus,Leontodon crispus,60972,species,unconfirmed,0.655172413793103,Tracheophyta
Leontodon saxatilis ssp. saxatilis,Leontodon saxatilis; Leontodon saxatilis saxatilis,60973; 60975,subspecies,confirmed,1,Tracheophyta
Leonurus cardiaca,Leonurus cardiaca,56171,species,new,1,Tracheophyta
Lepidium campestre,Lepidium campestre,77663,species,confirmed,-18.6274509803922,Tracheophyta
Lepidium densiflorum,Lepidium densiflorum,77666,species,confirmed,0.973214285714286,Tracheophyta
Lepidium didymum,Lepidium didymum,60987,species,confirmed,1,Tracheophyta
Lepidium draba,Lepidium draba,63352,species,unconfirmed,0.448,Tracheophyta
Lepidium heterophyllum,Lepidium heterophyllum,77669,species,confirmed,,Tracheophyta
Lepidium oxycarpum,Lepidium oxycarpum,60155,species,confirmed,0.96969696969697,Tracheophyta
Lepidium ruderale,Lepidium ruderale,164526,species,unconfirmed,0.575539568345324,Tracheophyta
Lepidium sativum,Lepidium sativum,164527,species,confirmed,,Tracheophyta
Lepidium strictum,Lepidium strictum,,,unconfirmed,0.251798561151079,Tracheophyta
Lepidium virginicum ssp. menziesii,Lepidium virginicum menziesii,79971,subspecies,confirmed,0.999502487562189,Tracheophyta
Lepidium virginicum ssp. pubescens,Lepidium virginicum,77676,species,confirmed,,Tracheophyta
Leptosiphon bicolor,Leptosiphon bicolor,64245,species,confirmed,1,Tracheophyta
Leptosiphon minimus,Leptosiphon minimus,77693,species,new,0.75,Tracheophyta
Leucanthemum vulgare,Leucanthemum vulgare,56057,complex,confirmed,1,Tracheophyta
Leucojum aestivum,Leucojum aestivum,55809,species,new,1,Tracheophyta
Leymus mollis ssp. mollis,Leymus mollis mollis; Leymus mollis,118426; 61067,subspecies,confirmed,1,Tracheophyta
Leymus triticoides,Leymus triticoides,57184,species,confirmed,,Tracheophyta
Leymus vancouverensis,Leymus × vancouverensis,170839,hybrid,new,0.5,Tracheophyta
Ligustrum vulgare,Ligustrum vulgare,119805,species,confirmed,1,Tracheophyta
Lilaeopsis occidentalis,Lilaeopsis occidentalis,77742,species,confirmed,1,Tracheophyta
Lilium columbianum,Lilium columbianum,77744,species,confirmed,1,Tracheophyta
Limnanthes macounii,Limnanthes macounii,181602,species,confirmed,1,Tracheophyta
Linaria dalmatica ssp. dalmatica,Linaria dalmatica,77776,species,new,1,Tracheophyta
Linaria purpurea,Linaria purpurea,77778,species,confirmed,1,Tracheophyta
Linaria vulgaris,Linaria vulgaris,50790,species,new,1,Tracheophyta
Linnaea borealis ssp. longiflora,Linnaea borealis; Linnaea borealis longiflora,77780; 81026,subspecies,confirmed,1,Tracheophyta
Linum lewisii,Linum lewisii,,species,new,0.863309352517986,Tracheophyta
Linum narbonense,Linum narbonense,209478,species,new,0.870503597122302,Tracheophyta
Linum usitatissimum,Linum usitatissimum,51306,species,confirmed,0.93939393939394,Tracheophyta
Lithophragma glabrum,Lithophragma glabrum,77789,species,confirmed,1,Tracheophyta
Lithophragma parviflorum,Lithophragma parviflorum,77791,species,confirmed,1,Tracheophyta
Lobelia pedunculata,Lobelia pedunculata,245731,species,new,1,Tracheophyta
Lobularia maritima,Lobularia maritima,56992,species,confirmed,1,Tracheophyta
Lolium multiflorum,Lolium multiflorum,68479,species,confirmed,0.983606557377049,Tracheophyta
Lolium perenne,Lolium perenne,52801,species,confirmed,1,Tracheophyta
Lolium temulentum,Lolium temulentum,164712,species,new,0.985611510791367,Tracheophyta
Lomatium dissectum,Lomatium dissectum,77805,species,confirmed,1,Tracheophyta
Lomatium nudicaule,Lomatium nudicaule,77818,species,confirmed,1,Tracheophyta
Lomatium utriculatum,Lomatium utriculatum,56827,species,confirmed,1,Tracheophyta
Lonicera ciliosa,Lonicera ciliosa,77832,species,confirmed,1,Tracheophyta
Lonicera fragrantissima,Lonicera fragrantissima,164763,species,new,0.8,Tracheophyta
Lonicera hispidula,Lonicera hispidula,53416,species,confirmed,1,Tracheophyta
Lonicera involucrata var. involucrata,Lonicera involucrata involucrata; Lonicera involucrata,81040; 60881,variety,confirmed,1,Tracheophyta
Lotus corniculatus,Lotus corniculatus,47435,complex,confirmed,1,Tracheophyta
Lotus tenuis,Lotus tenuis,77838,species,confirmed,0.990291262135922,Tracheophyta
Lotus uliginosus,Lotus uliginosus,,,unconfirmed,0.733812949640288,Tracheophyta
Ludwigia palustris,Ludwigia palustris,60221,species,confirmed,1,Tracheophyta
Luina hypoleuca,Luina hypoleuca,77843,species,confirmed,,Tracheophyta
Lunaria annua,Lunaria annua,55886,species,confirmed,1,Tracheophyta
Lupinus albicaulis,Lupinus albicaulis,,variety,unconfirmed,0.0101010101010101,Tracheophyta
Lupinus arboreus,Lupinus arboreus,61010,species,confirmed,1,Tracheophyta
Lupinus arcticus ssp. arcticus,Lupinus arcticus,143688,species,confirmed,0.989609104403761,Tracheophyta
Lupinus bicolor,Lupinus bicolor bicolor; Lupinus gussoneanus; Lupinus bicolor,237088; 493110; 50614,species,confirmed,1,Tracheophyta
Lupinus latifolius var. latifolius,Lupinus latifolius latifolius; Lupinus latifolius,67379,variety,confirmed,1,Tracheophyta
Lupinus lepidus var. lepidus,Lupinus lepidus; Lupinus lepidus lepidus,62689; 553345,variety,confirmed,0.992248062015504,Tracheophyta
Lupinus littoralis var. littoralis,Lupinus littoralis,77872,species,confirmed,1,Tracheophyta
Lupinus microcarpus,Lupinus microcarpus microcarpus; Lupinus densiflorus; Lupinus densiflorus densiflorus,768218; 241537,species,confirmed,1,Tracheophyta
Lupinus microcarpus var. microcarpus,Lupinus microcarpus densiflorus,57058,variety,confirmed,,Tracheophyta
Lupinus nanus,Lupinus nanus,50612,species,unconfirmed,0.748201438848921,Tracheophyta
Lupinus oreganus var. kincaidii,Lupinus oreganus,164915,subspecies,confirmed,-18.8019801980198,Tracheophyta
Lupinus polyphyllus,Lupinus polyphyllus,59549,species,confirmed,1,Tracheophyta
Lupinus polyphyllus var. pallidipes,Lupinus polyphyllus pallidipes,81075,variety,confirmed,,Tracheophyta
Lupinus polyphyllus var. polyphyllus,Lupinus polyphyllus polyphyllus,61016,variety,unconfirmed,0.949851042701092,Tracheophyta
Luzula campestris ssp. campestris,Luzula campestris,55795,species,confirmed,0.726190476190476,Tracheophyta
Luzula comosa,Luzula comosa,57111,species,new,1,Tracheophyta
Luzula comosa var. laxa,Luzula comosa laxa,81080,variety,confirmed,0.954954954954955,Tracheophyta
Luzula macrantha,Luzula macrantha,890625,species,confirmed,1,Tracheophyta
Luzula parviflora ssp. fastigiata,Luzula parviflora,77897,species,new,1,Tracheophyta
Luzula subsessilis,Luzula subsessilis,77901,species,confirmed,1,Tracheophyta
Lychnis coronaria,Silene coronaria,485191,species,new,1,Tracheophyta
Lycium barbarum,Lycium barbarum,77902,species,new,0.6,Tracheophyta
Lycopodium clavatum var. integerrimum,Lycopodium clavatum,,,unconfirmed,0.136690647482014,Tracheophyta
Lycopus americanus,Lycopus americanus,,,unconfirmed,0.539568345323741,Tracheophyta
Lycopus europaeus,Lycopus europaeus,133036,species,new,0.666666666666667,Tracheophyta
Lycopus uniflorus,Lycopus uniflorus,77915,species,confirmed,1,Tracheophyta
Lysichiton americanus,Lysichiton americanus,48537,species,confirmed,1,Tracheophyta
Lysimachia arvensis,Lysimachia arvensis,791928,species,confirmed,1,Tracheophyta
Lysimachia ciliata,Lysimachia ciliata,62441,species,new,0.25,Tracheophyta
Lysimachia europaea,Lysimachia borealis; Lysimachia europaea,204174; 716947,species,confirmed,1,Tracheophyta
Lysimachia latifolia,Lysimachia latifolia,496537,species,confirmed,1,Tracheophyta
Lysimachia maritima,Lysimachia maritima,204175,species,new,0.952380952380952,Tracheophyta
Lysimachia minima,Lysimachia minima,204353,species,unconfirmed,0.204081632653061,Tracheophyta
Lysimachia nummularia,Lysimachia nummularia,51809,species,new,1,Tracheophyta
Lysimachia punctata,Lysimachia punctata,51808,species,new,0.857142857142857,Tracheophyta
Lysimachia thyrsiflora,Lysimachia thyrsiflora,77917,species,new,0.8,Tracheophyta
Lysimachia vulgaris,Lysimachia vulgaris,62338,species,confirmed,0.985714285714286,Tracheophyta
Lythrum salicaria,Lythrum salicaria,61321,species,confirmed,1,Tracheophyta
Madia exigua,Madia exigua,56971,species,confirmed,0.89795918367347,Tracheophyta
Madia glomerata,Madia glomerata,77923,species,confirmed,0.988505747126437,Tracheophyta
Madia gracilis,Madia gracilis,53135,species,confirmed,1,Tracheophyta
Madia sativa,Madia sativa,53143,species,confirmed,0.979591836734694,Tracheophyta
Maianthemum dilatatum,Maianthemum dilatatum,63939,species,confirmed,,Tracheophyta
Maianthemum racemosum ssp. amplexicaule,Maianthemum racemosum amplexicaule; Maianthemum racemosum,53012; 51062,subspecies,confirmed,1,Tracheophyta
Maianthemum stellatum,Maianthemum stellatum,53268,species,confirmed,1,Tracheophyta
Malus fusca,Malus fusca,77948,species,confirmed,,Tracheophyta
Malus pumila,Malus domestica,469472,species,confirmed,1,Tracheophyta
Malva moschata,Malva moschata,55977,species,new,1,Tracheophyta
Malva neglecta,Malva neglecta,77952,species,confirmed,1,Tracheophyta
Malva parviflora,Malva parviflora,58202,species,new,0.992805755395683,Tracheophyta
Malva sylvestris,Malva sylvestris,56162,species,new,1,Tracheophyta
Marah oreganus,Marah oregana,77960,species,confirmed,0.990740740740741,Tracheophyta
Marrubium vulgare,Marrubium vulgare,54605,species,confirmed,1,Tracheophyta
Matricaria chamomilla,Matricaria chamomilla,77965,species,new,1,Tracheophyta
Matricaria discoidea,Matricaria discoidea,52992,species,confirmed,1,Tracheophyta
Meconella oregana,Meconella oregana,77970,species,confirmed,,Tracheophyta
Medicago arabica,Medicago arabica,61012,species,new,1,Tracheophyta
Medicago lupulina,Medicago lupulina,57056,species,confirmed,,Tracheophyta
Medicago polymorpha,Medicago polymorpha,53151,species,confirmed,1,Tracheophyta
Medicago sativa ssp. sativa,Medicago sativa,57057,complex,new,1,Tracheophyta
Melica harfordii,Melica harfordii,77983,species,confirmed,0.88235294117647,Tracheophyta
Melica subulata,Melica subulata,77986,species,confirmed,1,Tracheophyta
Melilotus albus,Melilotus albus,58907,species,new,1,Tracheophyta
Melilotus officinalis,Melilotus officinalis,57066,species,new,0.857142857142857,Tracheophyta
Melissa officinalis,Melissa officinalis,59901,species,confirmed,1,Tracheophyta
Mentha aquatica,Mentha aquatica,77990,species,new,1,Tracheophyta
Mentha canadensis,Mentha canadensis,77991,species,confirmed,0.984375,Tracheophyta
Mentha gracilis,Mentha × gracilis,,,unconfirmed,0.741007194244604,Tracheophyta
Mentha piperita,Mentha × piperita,181525,hybrid,new,0.971223021582734,Tracheophyta
Mentha pulegium,Mentha pulegium,57116,species,new,0.875,Tracheophyta
Mentha rotundifolia,Mentha × rotundifolia,,,unconfirmed,0.76978417266187,Tracheophyta
Mentha spicata,Mentha spicata,62652,species,confirmed,1,Tracheophyta
Mentha suaveolens,Mentha suaveolens,77993,species,new,1,Tracheophyta
Menyanthes trifoliata,Menyanthes trifoliata,78016,species,new,0.8,Tracheophyta
Micranthes ferruginea,Micranthes ferruginea,78024,species,new,1,Tracheophyta
Micranthes integrifolia,Micranthes integrifolia,78027,species,confirmed,,Tracheophyta
Micranthes occidentalis,Micranthes occidentalis,357953,species,new,0.96,Tracheophyta
Micranthes rufidula,Micranthes rufidula,357949,species,confirmed,1,Tracheophyta
Microseris bigelovii,Microseris bigelovii,60977,species,confirmed,1,Tracheophyta
Microsteris gracilis,Microsteris gracilis gracilis; Microsteris gracilis,61212; 61210,species,confirmed,1,Tracheophyta
Moehringia macrophylla,Moehringia macrophylla,61884,species,confirmed,1,Tracheophyta
Moenchia erecta ssp. erecta,Moenchia erecta,78088,species,confirmed,1,Tracheophyta
Monotropa hypopitys,Monotropa hypopitys,59986,species,confirmed,0.941176470588235,Tracheophyta
Monotropa uniflora,Monotropa uniflora,49477,species,confirmed,1,Tracheophyta
Montia dichotoma,Montia dichotoma,78119,species,confirmed,1,Tracheophyta
Montia fontana,Montia fontana,58990,species,confirmed,1,Tracheophyta
Montia howellii,Montia howellii,78121,species,confirmed,1,Tracheophyta
Montia linearis,Montia linearis,78122,species,confirmed,1,Tracheophyta
Montia parvifolia var. flagellaris,Montia parvifolia,78123,species,confirmed,1,Tracheophyta
Muscari neglectum,Muscari neglectum,68846,species,confirmed,1,Tracheophyta
Mycelis muralis,Mycelis muralis,48543,species,confirmed,1,Tracheophyta
Myosotis arvensis,Myosotis arvensis,51726,species,confirmed,1,Tracheophyta
Myosotis discolor,Myosotis discolor,70265,species,confirmed,1,Tracheophyta
Myosotis laxa,Myosotis laxa,78150,species,confirmed,,Tracheophyta
Myosotis scorpioides,Myosotis scorpioides,49130,species,confirmed,1,Tracheophyta
Myosotis stricta,Myosotis stricta,127196,species,confirmed,0.991452991452991,Tracheophyta
Myosotis sylvatica,Myosotis sylvatica,55826,species,confirmed,1,Tracheophyta
Myosurus minimus,Myosurus minimus,58306,species,confirmed,1,Tracheophyta
Myrica gale,Myrica gale,82203,species,new,1,Tracheophyta
Myriophyllum aquaticum,Myriophyllum aquaticum,60202,species,new,1,Tracheophyta
Myriophyllum sibiricum,Myriophyllum sibiricum,61034,species,new,0.166666666666667,Tracheophyta
Myriophyllum spicatum,Myriophyllum spicatum,78157,species,new,0.8,Tracheophyta
Myriophyllum verticillatum,Myriophyllum verticillatum,78158,species,unconfirmed,0.648148148148148,Tracheophyta
Myriopteris gracillima,Myriopteris gracillima,472796,species,confirmed,1,Tracheophyta
Myrrhis odorata,Myrrhis odorata,51618,species,new,0.6,Tracheophyta
Najas flexilis,Najas flexilis,78160,species,unconfirmed,0.129032258064516,Tracheophyta
Nanozostera japonica,Zostera japonica,79558,species,new,1,Tracheophyta
Narcissus poeticus,Narcissus poeticus,61334,species,new,1,Tracheophyta
Narcissus pseudonarcissus,Narcissus pseudonarcissus,55848,species,new,1,Tracheophyta
Nasturtium microphyllum,Nasturtium microphyllum,204362,species,unconfirmed,0.576923076923077,Tracheophyta
Nasturtium officinale,Nasturtium officinale,78174,species,confirmed,1,Tracheophyta
Navarretia intertexta,Navarretia intertexta intertexta; Navarretia intertexta,80049; 60225,variety,confirmed,0.984375,Tracheophyta
Navarretia squarrosa,Navarretia squarrosa,53157,species,confirmed,0.99236641221374,Tracheophyta
Nemophila parviflora var. parviflora,Nemophila parviflora parviflora; Nemophila parviflora,58921; 57353,variety,confirmed,,Tracheophyta
Nemophila pedunculata,Nemophila pedunculata,55461,species,confirmed,1,Tracheophyta
Neottia cordata,Neottia cordata,204364,species,confirmed,1,Tracheophyta
Nepeta cataria,Nepeta cataria,48622,species,new,1,Tracheophyta
Neslia paniculata,Neslia paniculata,129855,species,unconfirmed,0.169642857142857,Tracheophyta
Nothochelone nemorosa,Nothochelone nemorosa,78231,species,new,,Tracheophyta
Nuphar polysepala,Nuphar polysepala,78234,species,confirmed,1,Tracheophyta
Nuttallanthus texanus,Nuttallanthus texanus,,,unconfirmed,0.79136690647482,Tracheophyta
Nymphaea alba,Nymphaea alba,62009,species,new,0.857142857142857,Tracheophyta
Nymphaea odorata ssp. odorata,Nymphaea odorata,51119,species,confirmed,0.972222222222222,Tracheophyta
Oemleria cerasiformis,Oemleria cerasiformis,53419,species,confirmed,1,Tracheophyta
Oenanthe sarmentosa,Oenanthe sarmentosa,60127,species,confirmed,1,Tracheophyta
Oenothera biennis,Oenothera biennis,62207,species,new,1,Tracheophyta
Oenothera glazioviana,Oenothera glazioviana,62208,species,confirmed,0.985074626865672,Tracheophyta
Olsynium douglasii var. douglasii,Olsynium douglasii; Olsynium douglasii douglasii,78257; 81155,variety,confirmed,,Tracheophyta
Onopordum acanthium ssp. acanthium,Onopordum acanthium,78259,species,new,1,Tracheophyta
Oplopanax horridus,Oplopanax horridus,83914,species,new,1,Tracheophyta
Opuntia fragilis,Opuntia fragilis,62474,species,confirmed,1,Tracheophyta
Opuntia polyacantha,Opuntia polyacantha,,,,,Tracheophyta
Origanum vulgare,Origanum vulgare,61396,species,new,1,Tracheophyta
Ornithogalum umbellatum,Ornithogalum umbellatum,56137,species,confirmed,1,Tracheophyta
Orthilia secunda,Orthilia secunda,78288,species,new,0.985611510791367,Tracheophyta
Orthocarpus bracteosus,Orthocarpus bracteosus,78289,species,confirmed,1,Tracheophyta
Osmorhiza berteroi,Osmorhiza berteroi,53166,species,confirmed,1,Tracheophyta
Osmorhiza purpurea,Osmorhiza purpurea,78296,species,unconfirmed,0.306666666666667,Tracheophyta
Oxalis corniculata,Oxalis corniculata,53168,species,new,1,Tracheophyta
Oxalis dillenii,Oxalis dillenii,84772,species,confirmed,0.96875,Tracheophyta
Oxalis oregana,Oxalis oregana,47757,species,new,1,Tracheophyta
Oxalis stricta,Oxalis stricta,53183,species,new,1,Tracheophyta
Oxybasis chenopodioides,Oxybasis chenopodioides,896905,species,unconfirmed,0.755395683453237,Tracheophyta
Oxybasis macrosperma,Chenopodium macrospermum halophilum,118453,subspecies,unconfirmed,0.0427350427350427,Tracheophyta
Oxybasis rubra var. humilis,Oxybasis rubra; Oxybasis rubra humilis,931679; 931680,variety,confirmed,0.982905982905983,Tracheophyta
Oxytropis campestris,Oxytropis campestris spicata; Oxytropis campestris,241915; 154238,species,confirmed,0.977272727272727,Tracheophyta
Packera macounii,Packera macounii,78325,species,confirmed,0.96969696969697,Tracheophyta
Panicum capillare,Panicum capillare,78337,species,confirmed,0.979591836734694,Tracheophyta
Panicum miliaceum,Panicum miliaceum,78340,species,confirmed,0.971428571428572,Tracheophyta
Panicum miliaceum ssp. ruderale,Panicum miliaceum ruderale,,,unconfirmed,0.748201438848921,Tracheophyta
Papaver argemone,Roemeria argemone,1453825,species,confirmed,0.964285714285714,Tracheophyta
Papaver cambricum,Papaver cambricum,807416,species,new,1,Tracheophyta
Papaver dubium,Papaver dubium,55918,species,confirmed,1,Tracheophyta
Papaver orientale,Papaver orientale,166114,species,new,0.8,Tracheophyta
Papaver somniferum,Papaver somniferum,78346,species,new,,Tracheophyta
Parthenocissus tricuspidata,Parthenocissus tricuspidata,166162,species,new,1,Tracheophyta
Paxistima myrsinites,Paxistima myrsinites,63893,species,confirmed,1,Tracheophyta
Pectiantia ovalis,Brewerimitella ovalis,1424143,species,confirmed,1,Tracheophyta
Pectiantia pentandra,Pectiantia pentandra,,,,,Tracheophyta
Pentaglottis sempervirens,Pentaglottis sempervirens,166466,species,new,1,Tracheophyta
Pentagramma triangularis ssp. triangularis,Pentagramma triangularis triangularis; Pentagramma triangularis,58767; 52676,subspecies,confirmed,,Tracheophyta
Perideridia montana,Perideridia gairdneri borealis; Perideridia gairdneri,80105; 78434,species,confirmed,1,Tracheophyta
Persicaria amphibia,Persicaria amphibia; Persicaria amphibia stipulacea,78450; 553504,species,confirmed,1,Tracheophyta
Persicaria hydropiper,Persicaria hydropiper,78452,species,unconfirmed,0.798561151079137,Tracheophyta
Persicaria hydropiperoides,Persicaria hydropiperoides,78453,species,confirmed,0.981818181818182,Tracheophyta
Persicaria lapathifolia,Persicaria lapathifolia,63886,species,confirmed,0.98019801980198,Tracheophyta
Persicaria maculosa,Persicaria maculosa,56166,species,confirmed,0.991379310344828,Tracheophyta
Petasites frigidus var. palmatus,Petasites frigidus; Petasites frigidus palmatus,55780; 55778,variety,confirmed,1,Tracheophyta
Petasites hybridus,Petasites hybridus,55850,species,new,0.833333333333333,Tracheophyta
Petasites japonicus,Petasites japonicus,129038,species,new,1,Tracheophyta
Phacelia linearis,Phacelia linearis,,,unconfirmed,0.194244604316547,Tracheophyta
Phalaris aquatica,Phalaris aquatica,,,unconfirmed,0.381294964028777,Tracheophyta
Phalaris arundinacea,Phalaris arundinacea,63337,species,confirmed,1,Tracheophyta
Phalaris canariensis,Phalaris canariensis,57191,species,confirmed,0.967741935483871,Tracheophyta
Phedimus spurius,Phedimus spurius,204380,species,new,1,Tracheophyta
Philadelphus lewisii,Philadelphus lewisii,62223,species,confirmed,1,Tracheophyta
Phleum pratense ssp. pratense,Phleum pratense,57190,species,confirmed,1,Tracheophyta
