"class","order","family","taxonName","linkName","n_total","has_voucher","introduction_status","occurrence_status","last_record_date","last_record_year","first_record_date","first_record_year","first_record_observer","first_record_source","first_record_ID","first_record_location","commonName","is_graminoid","taxonRank","is_infra_taxon","direct_solow_pp"
"Magnoliopsida","Asterales","Asteraceae","Silybum marianum","Silybum marianum",116,"yes","exotic","new","2025-04-02","2025","2007-06-19","2007","K. Marr","RBCM","V197322","Colwood: Colwood Corners, East Side of the road","Milk Thistle","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Solidago canadensis","Solidago canadensis",38,"yes","native","confirmed","1999-08-04","1999","1887-07-13","1887","Macoun, John","CMN","4ba432b1-ce55-e554-97ac-d6e89aa72cac","Seashore, Beacon Hill","Canada Goldenrod","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Solidago elongata","Solidago elongata",13,"no","native","new","2023-10-01","2023","2022-10-13","2022","T Schwab","iNaturalist","https://www.inaturalist.org/observations/137331475","48.398452, -123.306377","West Coast Canada Goldenrod","no","species","no",0.666666666666667
"Magnoliopsida","Asterales","Asteraceae","Solidago lepida","Solidago lepida",39,"yes","native","confirmed","2024-07-12","2024","1964-07-13","1964","J. Hett;W. Armstrong","BBM","63355ED5-89C5-6042-A7AC-F0EB1A87CBD2","Vancouver Island, Capital Regional District, Trial Island","Elegant Goldenrod","no","species","no",1
NA,NA,"Asteraceae","Solidago lepida var. lepida","Solidago lepida lepida",2,"yes","native","unconfirmed","1967-08-10","1967","1887-07-09","1887","J.M. Macoun","NY","2338660","Beacon Hill",NA,"no","species","yes",0.579710144927536
"Magnoliopsida","Asterales","Asteraceae","Solidago lepida var. salebrosa","Solidago lepida salebrosa",3,"yes","native","unconfirmed","1998-07-21","1998","1887-07-13","1887","J. Macoun","NY","1dafe08b-191c-42c4-9049-ba4e7454c268","Vancouver Island. Beacon Hill",NA,"no","species","yes",0.804347826086957
"Magnoliopsida","Asterales","Asteraceae","Soliva sessilis","Soliva sessilis",109,"yes","exotic","new","2023-12-28","2023","2006-04-10","2006","K. Marr","RBCM","V198251","Victoria: downslope from playground","Common Soliva","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Sonchus arvensis","Sonchus arvensis",25,"no","exotic","new","2020-10-02","2020","2010-07-13","2010","Parks Canada @ Fort Rodd Hill","iNaturalist","https://www.inaturalist.org/observations/107275343","48.683662, -123.32935","Perennial Sow Thistle","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Sonchus arvensis ssp. arvensis","Sonchus arvensis arvensis",3,"no","exotic","new","2019-08-27","2019","2019-07-13","2019","Wendy Anthony","iNaturalist","https://www.inaturalist.org/observations/28192744","48.431833, -123.456825","Glandular Field Sowthistle","no","species","yes",0.666666666666667
"Magnoliopsida","Asterales","Asteraceae","Sonchus asper","Sonchus asper",271,"yes","exotic","confirmed","2025-04-26","2025","1940-05-22","1940","J.W. Eastham","UBC","V011780","Saanich Spit","Prickly Sowthistle","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Sonchus oleraceus","Sonchus oleraceus",228,"yes","exotic","confirmed","2025-04-25","2025","1967-08-11","1967","A.S. Harrison","MOBOT","100483613","Brentwood Bay, 1/4 mi. N of Ferry wharf, Vancouver Island.","Common Sow-Thistle","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Symphyotrichum bracteolatum","Symphyotrichum bracteolatum",3,"yes","native","unconfirmed","1966-08-26","1966","1966-08-23","1966","A.S. Harrison","UdeM","MT00270348","East of Elk/Beaver Lake",NA,"no","species","no",0.575539568345324
"Magnoliopsida","Asterales","Asteraceae","Symphyotrichum chilense","Symphyotrichum chilense",185,"yes","native","confirmed","2024-10-25","2024","1894-08-21","1894","J.R. Anderson","RBCM","V005017","Victoria","Pacific Aster","no","species","no",NA
"Magnoliopsida","Asterales","Asteraceae","Symphyotrichum novi-belgii var. novi-belgii","Symphyotrichum novi-belgii",21,"no","exotic","new","2024-10-15","2024","2018-10-13","2018","Brian Starzomski","iNaturalist","https://www.inaturalist.org/observations/17105404","48.464778, -123.314597","New York Aster","no","species","no",0.857142857142857
"Magnoliopsida","Asterales","Asteraceae","Symphyotrichum subspicatum","Symphyotrichum subspicatum",10,"yes","native","confirmed","2022-10-01","2022","1893-08-08","1893","J.M. Macoun","NY","1869267","Vicinity of Victoria","Douglas' Aster","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Tanacetum parthenium","Tanacetum parthenium",380,"yes","exotic","confirmed","2025-04-23","2025","1997-09-01","1997","C. Knighton","RBCM","V169146","Victoria: Royal British Columbia Museum; Native Plant Garden.","Feverfew","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Tanacetum vulgare","Tanacetum vulgare",127,"yes","exotic","new","2025-04-26","2025","2007-07-29","2007","K. Marr","RBCM","V201509","Saanich: SE corner of Wilkinson and W Saanich Roads","Tansy","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Taraxacum erythrospermum","Taraxacum erythrospermum",82,"yes","exotic","new","2024-04-09","2024","2002-04-30","2002","B.A. Bennett","BABY","BABY-04144","Fort Rodd Hill Historic Park","Red-Seeded Dandelion","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Taraxacum officinale","Taraxacum officinale",1398,"yes","exotic","confirmed","2025-04-28","2025","1887-05-23","1887","G.M. Dawson","CMN","CAN 603497","Cedar Hill, Saanich","Common Dandelion","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Tragopogon dubius","Tragopogon dubius",20,"no","exotic","new","2024-07-24","2024","2017-05-31","2017","SeanPR","iNaturalist","101174135","Langford","Yellow Salsify","no","species","no",0.875
"Magnoliopsida","Asterales","Asteraceae","Tragopogon porrifolius","Tragopogon porrifolius",474,"yes","exotic","confirmed","2025-04-30","2025","1938-05-03","1938","J.W. Eastham","UBC","V011861","Victoria","Purple Salsify","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Tragopogon pratensis","Tragopogon pratensis",3,"no","exotic","new","No known research grade record","No k","2022-07-13","2022","Jackson W.F. Chu","iNaturalist","https://www.inaturalist.org/observations/125248403","48.50157, -123.35628","Meadow Salsify","no","species","no",0.666666666666667
"Magnoliopsida","Asterales","Asteraceae","Tripleurospermum inodorum","Tripleurospermum inodorum",231,"yes","exotic","confirmed","2025-01-25","2025","1938-04-08","1938","J.W. Eastham","UBC","V011164","Victoria, Gordon Head","Scentless Mayweed","no","species","no",1
"Magnoliopsida","Asterales","Asteraceae","Tussilago farfara","Tussilago farfara",3,"no","exotic","new","2024-03-19","2024","2019-04-13","2019","tenaker","iNaturalist","https://www.inaturalist.org/observations/23193221","48.525965, -123.50825","Colt's-Foot","no","species","no",0.833333333333333
NA,NA,"Asteraceae","Uropappus lindleyi","Uropappus lindleyi",NA,"no","native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","species","no",NA
"Polypodiopsida","Polypodiales","Athyriaceae","Athyrium filix-femina ssp. cyclosorum","Athyrium filix-femina; Athyrium filix-femina cyclosorum",613,"yes","native","confirmed","2025-05-01","2025","1905-08-03","1905","C.H. Shaw","PH","PH00632445","Goldstream","Lady Fern; Western Lady Fern","no","species","no",1
"Magnoliopsida","Ericales","Balsaminaceae","Impatiens capensis","Impatiens capensis",5,"yes","native","new","2007-09-18","2007","2007-07-18","2007","K. Marr","RBCM","V201751","Victoria: Galloping Goose Trail","Common Jewelweed","no","species","no",1
"Magnoliopsida","Ericales","Balsaminaceae","Impatiens glandulifera","Impatiens glandulifera",21,"yes","exotic","confirmed","2024-10-19","2024","1941-07-01","1941","V. Goddard","RBCM","V023807","Victoria; Cordova Bay: beach","Himalayan Balsam","no","species","no",0.988095238095238
"Magnoliopsida","Ericales","Balsaminaceae","Impatiens parviflora","Impatiens parviflora",19,"yes","exotic","confirmed","2024-07-18","2024","1990-05-29","1990","A. Ceska","RBCM","V169440","Sydney: airport","Small Balsam","no","species","no",0.971428571428572
"Magnoliopsida","Ranunculales","Berberidaceae","Achlys triphylla","Achlys triphylla",804,"yes","native","confirmed","2025-05-01","2025","1893","1893","J.M. Macoun","UofOslo","2132621","Victoria","Vanilla Leaf","no","species","no",1
"Magnoliopsida","Ranunculales","Berberidaceae","Berberis aquifolium","Berberis aquifolium",4130,"yes","native","confirmed","2025-04-29","2025","1897-05-02","1897","J.R. Anderson","UBC","V063197","Victoria, Beaver Lake","Oregon Grape","no","species","no",1
"Magnoliopsida","Ranunculales","Berberidaceae","Berberis nervosa","Berberis nervosa",3161,"yes","native","confirmed","2025-04-29","2025","1912-05-02","1912","J. Davidson","UBC","V043505","Victoria","Cascade Oregon-Grape","no","species","no",1
"Magnoliopsida","Fagales","Betulaceae","Alnus rubra","Alnus rubra",1352,"yes","native","confirmed","2025-04-28","2025","1941-07-25","1941","T.M.C. Taylor","UBC","V056971","Saanichton","Red Alder","no","species","no",1
"Magnoliopsida","Fagales","Betulaceae","Alnus viridis ssp. sinuata","Alnus alnobetula sinuata",3,"yes","native","confirmed","2019-05-11","2019","1908-04-07","1908","J.M. Macoun","F","V0315003F","Elk Lake near Victoria","Sitka Alder","no","species","no",0.948717948717949
"Magnoliopsida","Fagales","Betulaceae","Betula papyrifera","Betula papyrifera",90,"yes","native","confirmed","2025-04-12","2025","1897-06-01","1897","J.R. Anderson","UBC","V064040","N Saanich Islands","Paper Birch","no","species","no",1
"Magnoliopsida","Fagales","Betulaceae","Betula pendula","Betula pendula",138,"yes","exotic","confirmed","2023-11-28","2023","1963-11-07","1963","F. King","UBC","V106747","Royal Oak near Victoria","Silver Birch","no","species","no",1
"Magnoliopsida","Fagales","Betulaceae","Betula pubescens ssp. pubescens","Betula pubescens",6,"yes","exotic","confirmed","2024-09-18","2024","1929-04-26","1929","W. Newcombe","RBCM","V008769","Royal Oak; Rithet's Swamp","Downy Birch","no","species","no",0.981818181818182
NA,NA,"Betulaceae","Betula pumila","Betula pumila",5,"yes","native","unconfirmed","1976-07-24","1976","1896-08-04","1896","J.R. Anderson","UBC","V006513","Victoria, Cedar Hill swamps at Broadmead",NA,"no","species","no",0.62015503875969
"Magnoliopsida","Fagales","Betulaceae","Carpinus betulus","Carpinus betulus",7,"no","exotic","new","2024-05-28","2024","2023-06-13","2023","rosemary0820","iNaturalist","https://www.inaturalist.org/observations/168900718","48.424353, -123.368161","European Hornbeam","no","species","no",1
"Magnoliopsida","Fagales","Betulaceae","Corylus avellana","Corylus avellana",98,"no","exotic","new","2025-03-07","2025","2014-05-13","2014","metchbiodivcurator","iNaturalist","https://www.inaturalist.org/observations/20458622","48.379, -123.532","Common Hazel","no","species","no",1
"Magnoliopsida","Fagales","Betulaceae","Corylus cornuta ssp. californica","Corylus cornuta; Corylus cornuta californica",119,"yes","native","confirmed","2024-10-20","2024","1921-03-07","1921","J.M. Macoun","Preliminary Catalogue of the Flora of Vancouver and Queen Charlotte Islands 1921-03-07","https://www.inaturalist.org/observations/53401576","48.49768, -123.51812","Beaked Hazelnut; California Hazelnut","no","species","no",1
"Polypodiopsida","Polypodiales","Blechnaceae","Struthiopteris spicant","Struthiopteris spicant",193,"yes","native","new","2025-04-27","2025","1910-08-05","1910","J.R. Anderson","WS","WS010230","Goldstream, Langford","Deer Fern","no","species","no",1
"Polypodiopsida","Polypodiales","Blechnaceae","Woodwardia fimbriata","Woodwardia fimbriata",10,"yes","native","confirmed","2025-04-14","2025","1905-03-04","1905","J.R. Anderson","WS","WS044636","Saanich Arm","Giant Chain Fern","no","species","no",NA
"Magnoliopsida","Boraginales","Boraginaceae","Amsinckia intermedia","Amsinckia menziesii intermedia",9,"yes","native","confirmed","2006-04-30","2006","1908-04-20","1908","J.M.Macoun","CMN","CAN 10091422","Oak Bay, Vicinity of Victoria","Rancher's Fiddleneck","no","species","no",0.957264957264957
"Magnoliopsida","Boraginales","Boraginaceae","Amsinckia menziesii var. menziesii","Amsinckia menziesii",34,"yes","native","confirmed","2023-06-17","2023","1887-05-11","1887","J.M. Macoun","CMN","CAN 505580","Cedar Hill","Common Fiddleneck","no","species","no",1
"Magnoliopsida","Boraginales","Boraginaceae","Amsinckia spectabilis","Amsinckia spectabilis",1,"no","native","new","No known research grade record","No k","1913-06-12","1913","J. Davidson ","UBC","V115929","Victoria","Woolly Breeches","no","species","no",0.985611510791367
"Magnoliopsida","Boraginales","Boraginaceae","Anchusa officinalis","Anchusa officinalis",2,"yes","exotic","unconfirmed","1935-05-05","1935","1935-05-05","1935","E. Cooke","RBCM","V009621","Victoria; Saanich: N Saanich district: Brentwood",NA,"no","species","no",0.352517985611511
NA,NA,"Boraginaceae","Cryptantha torreyana","Cryptantha torreyana",NA,"no","native",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","species","no",NA
"Magnoliopsida","Boraginales","Boraginaceae","Echium vulgare","Echium vulgare",52,"yes","exotic","confirmed","2024-10-12","2024","1963-10-08","1963","M.C. Melburn","RBCM","V100406","Victoria: Pipeline Road; 93900","Viper's-Bugloss","no","species","no",1
"Magnoliopsida","Boraginales","Boraginaceae","Hydrophyllum tenuipes","Hydrophyllum tenuipes",134,"yes","native","confirmed","2025-04-28","2025","1898-07-10","1898","J.R. Anderson","RBCM","V004064","Goldstream River","Pacific Waterleaf","no","species","no",1
"Magnoliopsida","Boraginales","Boraginaceae","Myosotis arvensis","Myosotis arvensis",23,"yes","exotic","confirmed","2022-05-31","2022","1945-05-01","1945","G.A. Hardy","RBCM","V017785","*? North of Cordova Bay","Field Forget-Me-Not","no","species","no",1
"Magnoliopsida","Boraginales","Boraginaceae","Myosotis discolor","Myosotis discolor",239,"yes","exotic","confirmed","2025-04-28","2025","1901-06-09","1901","J.R. Anderson","RBCM","V004165","Victoria; Esquimalt","Changing Forget-Me-Not","no","species","no",1
"Magnoliopsida","Boraginales","Boraginaceae","Myosotis laxa","Myosotis laxa",62,"yes","native","confirmed","2022-08-13","2022","1907-06-10","1907","C.F. Newcombe","RBCM","V041410","Victoria; Macauley Point","Bay Forget-Me-Not","no","species","no",NA
"Magnoliopsida","Boraginales","Boraginaceae","Myosotis scorpioides","Myosotis scorpioides",23,"yes","exotic","confirmed","2023-08-31","2023","1962-05-11","1962","J. Hett","RBCM","V046553","Saanichton; John Dean Park","Water Forget-Me-Not","no","species","no",1
"Magnoliopsida","Boraginales","Boraginaceae","Myosotis stricta","Myosotis stricta",13,"yes","exotic","confirmed","1995-05-11","1995","1908-05-01","1908","J.M. Macoun","F","V026051F","Near Victoria (Cadboro Bay)","Blue Forget-Me-Not","no","species","no",0.991452991452991
"Magnoliopsida","Boraginales","Boraginaceae","Myosotis sylvatica","Myosotis sylvatica",75,"yes","exotic","confirmed","2025-04-08","2025","1967-05-13","1967","Anthony Harrison","RBCM","RBCM:Botany:V064138","Deep Cove: near ""Chalet""","Wood Forget-Me-Not","no","species","no",1
"Magnoliopsida","Boraginales","Boraginaceae","Nemophila parviflora var. parviflora","Nemophila parviflora parviflora; Nemophila parviflora",447,"yes","native","confirmed","2025-04-25","2025","1912-04-10","1912","J.K. Henry","UBC","V242483","Victoria","Small-Flowered Nemophila","no","species","no",NA
"Magnoliopsida","Boraginales","Boraginaceae","Nemophila pedunculata","Nemophila pedunculata",56,"yes","native","confirmed","2025-03-14","2025","1976-03-30","1976","J. Pojar","RBCM","V094495","Jemmy Jones Island: off Cadboro Bay, Victoria ","Meadow Baby-Blue-Eyes","no","species","no",1
"Magnoliopsida","Boraginales","Boraginaceae","Pentaglottis sempervirens","Pentaglottis sempervirens",142,"no","exotic","new","2025-04-14","2025","2021-10-20","2021","wildlettuce","iNaturalist","98836885","Capital, CA-BC, CA","Green Alkanet","no","species","no",1
NA,NA,"Boraginaceae","Phacelia linearis","Phacelia linearis",1,"no","native","unconfirmed","1913","1913","1913","1913","J.M. Macoun","F.S.P.","p. 83","Mount Douglas; first recorded from the Outer Wharf, Victoria",NA,"no","species","no",0.194244604316547
"Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys figuratus var. figuratus","Plagiobothrys figuratus",3,"no","native","new","2023-05-08","2023","2021-05-14","2021","loram","iNaturalist","78883113","first","Fragrant Popcornflower","no","species","no",0.5
"Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys scouleri","Plagiobothrys scouleri",578,"yes","native","confirmed","2025-04-28","2025","1896-05-09","1896","J.R. Anderson","RBCM","V004128","near Victoria; Oak Bay","Scouler's Popcornflower","no","species","no",NA
"Magnoliopsida","Boraginales","Boraginaceae","Plagiobothrys tenellus","Plagiobothrys tenellus",20,"yes","native","confirmed","2023-01-27","2023","1897-04-20","1897","J.K. Henry","UBC","V043617","Victoria, Cedar Hill (Mount Douglas)","Pacific Popcornflower","no","species","no",NA
"Magnoliopsida","Boraginales","Boraginaceae","Romanzoffia sitchensis","Romanzoffia sitchensis",2,"no","native","new","2024-04-26","2024","2024-04-26","2024","Erin Miller","iNaturalist","2099849354","Highlands, BC, Canada","Sitka Mistmaiden","no","species","no",0.666666666666667
"Magnoliopsida","Boraginales","Boraginaceae","Romanzoffia tracyi","Romanzoffia tracyi",36,"yes","native","confirmed","2025-04-19","2025","1961-04-10","1961","K.I. Beamish","UBC","V201339","Vancouver Island, Capital Regional District, (5 miles west of Sooke?)","Tracy's Romanzoffia","no","species","no",1
"Magnoliopsida","Boraginales","Boraginaceae","Symphytum officinale","Symphytum officinale",132,"yes","exotic","confirmed","2025-04-27","2025","1959-08-18","1959","J. Chandler","RBCM","V100429","Near Victoria; from Mrs. Chandler's son's farm","Common Comfrey","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Alliaria petiolata","Alliaria petiolata",190,"yes","exotic","confirmed","2025-05-01","2025","1948-04-27","1948","G. Carl","RBCM","V021119A","Victoria; Oak Bay: Gonzales District","Garlic Mustard","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Arabidopsis thaliana","Arabidopsis thaliana",93,"yes","exotic","confirmed","2024-04-05","2024","1939-04-20","1939","E.C. Reid","UBC","V254711","Saanichton, Vancouver Island","Mouse-Ear Cress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Arabis eschscholtziana","Arabis eschscholtziana",12,"yes","native","confirmed","1990-04-29","1990","1890-01-01","1890","C.F. Newcombe","RBCM","V040840","Victoria","Eschscholtz's Hairy Rockcress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Athysanus pusillus","Athysanus pusillus",58,"yes","native","confirmed","2025-04-23","2025","1915-01-01","1915","C.F. Newcombe","RBCM","V049881","Victoria; Cedar Hill","Common Sandweed","no","species","no",NA
"Magnoliopsida","Brassicales","Brassicaceae","Aubrieta deltoidea","Aubrieta deltoidea",145,"yes","exotic","new","2025-04-25","2025","2006-04-01","2006","H. Roemer","RBCM","V199791","Saanich: W end of Watkiss Way","Purple Rock Cress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Aurinia saxatilis","Aurinia saxatilis",16,"no","exotic","new","2021-11-19","2021","2020-11-22","2020","Finn McGhee","iNaturalist","65442740","Hillside - Quadra - Downtown Blanchard, Victoria, B.C., CA","Gold-Dust","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Barbarea orthoceras","Barbarea orthoceras",170,"yes","native","confirmed","Jun-53","Jun-","1920-05-13","1920","C.F. Newcombe","RBCM","V049864","Mount McDonald; Goldstream: near Victoria","American Yellowrocket","no","species","no",NA
"Magnoliopsida","Brassicales","Brassicaceae","Barbarea verna","Barbarea verna",88,"yes","exotic","confirmed","2024-03-05","2024","1895-03-30","1895","J.R. Anderson","RBCM","V002078","Victoria; Oak Bay","Land Cress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Barbarea vulgaris","Barbarea vulgaris",40,"yes","exotic","confirmed","2022-05-01","2022","1895-03-30","1895","J.R. Anderson","Consortium of Pacific Northwest Herbaria","V002097","Victoria; Oak Bay","Bitter Wintercress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Boechera stricta","Boechera stricta",2,"yes","native","unconfirmed","1934-03-01","1934","1934-03-01","1934","E. Cooke","RBCM","V081261"," Victoria: Esquimalt",NA,"no","species","no",0.345323741007194
"Magnoliopsida","Brassicales","Brassicaceae","Brassica juncea","Brassica juncea",13,"yes","exotic","confirmed","1966-06-29","1966","1934-04-29","1934","E. Cooke","RBCM","V009465","Victoria; Burnside area","Brown Mustard","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Brassica napus","Brassica napus",17,"yes","exotic","confirmed","2007-06-19","2007","1976-05-13","1976","Adolf Ceska","CPNWH","22c90560-70a1-4b21-b319-3f0aaa969f7c","48.433333, -123.433333","Rapeseed","no","species","no",0.979591836734694
"Magnoliopsida","Brassicales","Brassicaceae","Brassica nigra","Brassica nigra; Mutarda nigra",22,"yes","exotic","confirmed","Sep-97","Sep-","1920-07-13","1920","Charles F. Newcombe","CPNWH","edfbe7f4-ed57-49d6-b5a9-dd2503aeeb02","48.433333, -123.366667","Black Mustard","no","species","no",NA
"Magnoliopsida","Brassicales","Brassicaceae","Brassica rapa","Brassica rapa",123,"yes","exotic","confirmed","2025-04-23","2025","1912-07-13","1912","John M. Macoun","CPNWH","af8eae37-fb5f-4826-a25b-1696a5faf919","48.65, -123.4","Field Mustard","no","species","yes",1
NA,NA,"Brassicaceae","Brassica rapa var. rapa","Brassica rapa oleifera",17,"yes","exotic","confirmed","2006-02-26","2006","1912-07-13","1912","John M. Macoun","CPNWH","af8eae37-fb5f-4826-a25b-1696a5faf919","48.65, -123.4",NA,"no","species","yes",0.831858407079646
"Magnoliopsida","Brassicales","Brassicaceae","Cakile edentula var. edentula","Cakile edentula; Cakile edentula edentula",106,"yes","exotic","confirmed","No known research grade record","No k","1915-06-01","1915","J.K. Henry","RBCM","V040872","Victoria;  Oak Bay: Willows Beach ","American Searocket","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Cakile maritima ssp. maritima","Cakile maritima",761,"yes","exotic","confirmed","2024-12-10","2024","1915-07-12","1915","C.F. Newcombe","RBCM","V040870","James Bay: Dallas Road; off Government Street","European Searocket","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Camelina sativa","Camelina sativa",5,"yes","exotic","unconfirmed","1930-07-01","1930","1896-07-15","1896","J.R. Anderson","RBCM","V002134","Victoria; Cedar Hill: Broadmead; Cedar Hill ",NA,"no","species","no",0.263565891472868
"Magnoliopsida","Brassicales","Brassicaceae","Capsella bursa-pastoris","Capsella bursa-pastoris",161,"yes","exotic","confirmed","2025-04-25","2025","1894-07-05","1894","J.R. Anderson","RBCM","V002141","Victoria","Shepherd's-Purse","no","species","no",1
NA,NA,"Brassicaceae","Cardamine angulata","Cardamine angulata",1,"yes","native","unconfirmed","1939-03-24","1939","1939-03-24","1939","E.C. Reid","UBC","V012619","Saanichton",NA,"no","species","no",0.381294964028777
"Magnoliopsida","Brassicales","Brassicaceae","Cardamine breweri","Cardamine breweri",1,"no","native","new","No known research grade record","No k","1924-05-10","1924","C.F. Newcombe","RBCM","V007002","Beaver Lake","Brewer's Bittercress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Cardamine corymbosa","Cardamine corymbosa",3,"yes","exotic","new","2012-04-26","2012","2009-06-13","2009","Frank Lomer","BBM","93C2FB76-B9F4-B249-B4A6-D66FA91455D7","Vancouver Island, Victoria, Fisherman's Wharf in James Bay",NA,"no","species","no",0.1875
"Magnoliopsida","Brassicales","Brassicaceae","Cardamine flexuosa","Cardamine flexuosa",79,"yes","exotic","new","2024-03-05","2024","1983-03-20","1983","J.R. Anderson ","RBCM","V184066","Bentick Island","Wavy Bittercress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Cardamine hirsuta","Cardamine hirsuta",839,"yes","exotic","confirmed","2025-04-28","2025","1900-03-18","1900","J.R. Anderson","WS","WS007563","Thetis Lake,  6 miles west of Victoria","Hairy Bittercress","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Cardamine nuttallii","Cardamine nuttallii nuttallii; Cardamine nuttallii",508,"yes","native","confirmed","No known research grade record","No k","1887-05-13","1887","Macoun, J.","DAO","RBCM:Botany:V002165","Cedar Hill","Nuttall's Toothwort","no","species","no",NA
"Magnoliopsida","Brassicales","Brassicaceae","Cardamine occidentalis","Cardamine occidentalis",4,"yes","native","unconfirmed","1993-04-14","1993","1924-05-10","1924","C.F. Newcombe","RBCM","V040878","Victoria: Beaver Lake",NA,"no","species","no",0.683168316831683
"Magnoliopsida","Brassicales","Brassicaceae","Cardamine occulta","Cardamine occulta",3,"yes","exotic","new","2007-05-06","2007","2007-05-05","2007","F. Lomer","UBC","V233448","Central Saanich, Queenswood Nursery.",NA,"no","species","no",0.870503597122302
"Magnoliopsida","Brassicales","Brassicaceae","Cardamine oligosperma","Cardamine oligosperma",112,"yes","native","confirmed","2025-04-27","2025","1896-01-01","1896","C.F. Newcombe","RBCM","V040889","Mandarte Island = Bare Island Indian Reserve 9","Little Western Bittercress","no","species","no",NA
"Magnoliopsida","Brassicales","Brassicaceae","Cardamine pensylvanica","Cardamine pensylvanica",20,"yes","native","confirmed","2022-05-09","2022","1897-05-02","1897","J.R. Anderson","RBCM","V002162","Beaver Lake","Pennsylvania Bittercress","no","species","no",NA
"Magnoliopsida","Brassicales","Brassicaceae","Cardamine pratensis","Cardamine pratensis",7,"yes","native","confirmed","2021-04-11","2021","1903-05-13","1903","James Anderson","RBCM","RBCM:Botany:V031257","48.466667, -123.466667","Cuckooflower","no","species","no",0.983606557377049
"Magnoliopsida","Brassicales","Brassicaceae","Conringia orientalis","Conringia orientalis",2,"yes","exotic","unconfirmed","1913-06-14","1913","1913-06-14","1913","J.M. Macoun","RBCM","V002181","Sidney: Marine Drive",NA,"no","species","no",0.194244604316547
"Magnoliopsida","Brassicales","Brassicaceae","Descurainia pinnata ssp. brachycarpa","Descurainia pinnata brachycarpon; Descurainia pinnata brachycarpa",3,"yes","native","unconfirmed","No known research grade record","No k","1927-05-13","1927","V. Goddard","RBCM","RBCM:Botany:V008225","48.6, -123.35",NA,"no","species","no",0.122448979591837
"Magnoliopsida","Brassicales","Brassicaceae","Descurainia sophia","Descurainia sophia",2,"yes","exotic","confirmed","No known research grade record","No k","1941-06-05","1941","Brackman-Kerr","UBC","V013136","Victoria","Flixweed","no","species","no",0.962025316455696
"Magnoliopsida","Brassicales","Brassicaceae","Diplotaxis tenuifolia","Diplotaxis tenuifolia",7,"no","exotic","new","2023-10-07","2023","1993-09-22","1993","F. Lomer","UBC","V207797","Off Arbutus Rd near Finnerty Cove & University of Victoria, Saanich.","Perennial Wall-Rocket","no","species","no",0.833333333333333
"Magnoliopsida","Brassicales","Brassicaceae","Draba verna","Draba verna",279,"yes","exotic","confirmed","2025-04-27","2025","1908-04-20","1908","J.M. Macoun","CMN","CAN 10205305","Cadboro Bay","Common Whitlowgrass","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Eruca vesicaria ssp. sativa","Eruca vesicaria",15,"no","exotic","new","2021-04-13","2021","2019-03-13","2019","Isabelle Maurice","iNaturalist","https://www.inaturalist.org/observations/21792194","48.444683, -123.354553","Rocketsalad","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Erysimum capitatum var. purshii","Erysimum capitatum",15,"no","native","new","No known research grade record","No k",NA,NA,"No known research grade record","No known research grade record","No known research grade record","No known research grade record","Western Wallflower","no","species","no",1
"Magnoliopsida","Brassicales","Brassicaceae","Erysimum cheiranthoides","Erysimum cheiranthoides",11,"yes","exotic","confirmed","2017-07-04","2017","1932-06-19","1932","W. Newcombe","RBCM","V040955","Langford in 1932 known as Langford District near Victoria","Wormseed Wallflower","no","species","no",NA
